Episode,Published,Views,Likes,Comments,ID,Time (sec),URL
Vampire the Masquerade One-Shot Announcement - Extra Credits Plays,2021-10-15,25864,1129,62,k6GQcPBmG-Y,49.0,https://www.youtube.com/watch?v=k6GQcPBmG-Y
D&D The Bloodstone Ballroom - One Shot Actual Play - Extra Credits Plays,2021-10-13,35099,974,50,KuBOdDBzCL4,14972.0,https://www.youtube.com/watch?v=KuBOdDBzCL4
The Great Emu War - Beaks vs. Bullets - Australian History - Part 2 - Extra History,2021-10-09,504553,20463,1110,xxvtYx2CKAU,670.0,https://www.youtube.com/watch?v=xxvtYx2CKAU
The Count of Monte Cristo - Alexandre Dumas - So You Haven't Read,2021-10-06,430501,16741,878,ZZZHOyZiLNU,591.0,https://www.youtube.com/watch?v=ZZZHOyZiLNU
The Great Emu War - Battlebirds - Australian History - Part 1 - Extra History,2021-10-02,701604,28466,1628,iiRz52AQlMk,661.0,https://www.youtube.com/watch?v=iiRz52AQlMk
New Series Announcement!!! - So You Haven't Read - Extra Literature,2021-10-01,48682,3508,284,Kr3nLVEqDH8,41.0,https://www.youtube.com/watch?v=Kr3nLVEqDH8
Grigori Rasputin - An Infamous Murder - Russian History - Extra History - Part 4,2021-09-25,582648,22655,799,l8iTHsS-Iu0,674.0,https://www.youtube.com/watch?v=l8iTHsS-Iu0
The Rakshasa - Ravana & Vibhishana - Hindu - Extra Mythology,2021-09-22,273824,11945,732,-lJwE3cvB-s,562.0,https://www.youtube.com/watch?v=-lJwE3cvB-s
Grigori Rasputin - The Dark One - Russian History - Extra History - Part 3,2021-09-18,575646,21121,556,aVSg-uFwDcY,683.0,https://www.youtube.com/watch?v=aVSg-uFwDcY
Marcus Garvey - Black Moses - US History - Extra History,2021-09-16,290414,11987,631,GsJl0ScUWmI,682.0,https://www.youtube.com/watch?v=GsJl0ScUWmI
Grigori Rasputin - Royal Blood - Russian History - Extra History - Part 2,2021-09-11,645623,22786,850,_PQjCZ9Hc2E,662.0,https://www.youtube.com/watch?v=_PQjCZ9Hc2E
Dewi Sri  - Rice Rice Baby - Indonesia - Extra Mythology,2021-09-08,189402,9259,411,TWr5lP7jDrE,522.0,https://www.youtube.com/watch?v=TWr5lP7jDrE
Grigori Rasputin - The Mad Monk - Russian History - Extra History - Part 1,2021-09-04,1040867,32612,1368,vHQUAb4v94I,672.0,https://www.youtube.com/watch?v=vHQUAb4v94I
"♫ ""The Real Dracula"" - Vlad the Impaler - Extra History Music",2021-08-28,103019,2580,111,QCaPXsoYY5g,110.0,https://www.youtube.com/watch?v=QCaPXsoYY5g
Vlad the Impaler - LIES  - World History - Extra History,2021-08-28,104558,3427,328,lHTWV2kZE10,1472.0,https://www.youtube.com/watch?v=lHTWV2kZE10
The Erfurt Latrine Disaster - A Meeting From Hell - European History - Extra History,2021-08-21,748212,28113,971,wPjg-pDbVzY,610.0,https://www.youtube.com/watch?v=wPjg-pDbVzY
D&D Murder Mystery One-Shot Announcement - Extra Credits Plays,2021-08-20,56055,3227,149,_87SjmknrIM,95.0,https://www.youtube.com/watch?v=_87SjmknrIM
History of Coffee  - Global Addiction - World History - Extra History - Part 2,2021-08-19,712565,24958,781,_MO4pjidfgU,662.0,https://www.youtube.com/watch?v=_MO4pjidfgU
Vlad the Impaler - The Living Dead - European History - Extra History - Part 5,2021-08-14,603857,27803,1005,C-emJnmI5XU,668.0,https://www.youtube.com/watch?v=C-emJnmI5XU
History of Coffee - Brewing Controversy - World History - Extra History - Part 1,2021-08-12,1031633,33589,1254,22p73Pl3KJA,656.0,https://www.youtube.com/watch?v=22p73Pl3KJA
Sedna - Inuit Mother of the Deep - Extra Mythology,2021-08-11,207825,11537,566,W3dkfLwc1IE,525.0,https://www.youtube.com/watch?v=W3dkfLwc1IE
Vlad the Impaler - War in the Dark - European History - Extra History - Part 4,2021-08-07,698121,26705,658,OnDHjdX1aQE,637.0,https://www.youtube.com/watch?v=OnDHjdX1aQE
Vlad the Impaler - Raising The Stakes - European History - Extra History - Part 3,2021-07-31,780829,29818,904,hbRcAHMG_l4,665.0,https://www.youtube.com/watch?v=hbRcAHMG_l4
The Zombi - Tales of Zombies - Haiti - Extra Mythology,2021-07-28,333278,15786,450,_wXcqC6vwvM,614.0,https://www.youtube.com/watch?v=_wXcqC6vwvM
Vlad the Impaler  - Blood Oaths - European History - Extra History - Part 2,2021-07-24,855551,31127,675,XjCKdhQ_QXE,554.0,https://www.youtube.com/watch?v=XjCKdhQ_QXE
Vlad the Impaler  - Son of the Dragon - European History - Extra History - Part 1,2021-07-17,1203009,43993,1897,A38EIkIzgM8,671.0,https://www.youtube.com/watch?v=A38EIkIzgM8
"♫ ""May 15, 1648"" - Thirty Years' War - Extra History Music",2021-07-12,73306,1525,87,LCZuiXV1j-M,124.0,https://www.youtube.com/watch?v=LCZuiXV1j-M
Thirty Years' War - LIES - European History - Extra History,2021-07-10,98494,2884,276,i7VR_tqIhxI,1532.0,https://www.youtube.com/watch?v=i7VR_tqIhxI
The Harlem Numbers Racket & Stephanie St Clair  - US History - Extra History,2021-07-03,218993,10541,464,rxBydCAfmEE,664.0,https://www.youtube.com/watch?v=rxBydCAfmEE
Mulan - The Girl Who Didn't Have to Change to Become a Hero - Chinese History - Extra Mythology,2021-06-30,214698,12418,642,ERTZv2MIACI,525.0,https://www.youtube.com/watch?v=ERTZv2MIACI
Thirty Years War - Chaining the Dragon - European History - Extra History - Part 5,2021-06-26,449476,16811,805,8uZKnlwYA3M,655.0,https://www.youtube.com/watch?v=8uZKnlwYA3M
Thirty Years War - Death - European History - Extra History - Part 4,2021-06-19,509799,17184,558,UxVgLvjJXaE,676.0,https://www.youtube.com/watch?v=UxVgLvjJXaE
Hermaphroditus - Intersex Icon - Greek - Extra Mythology,2021-06-16,189134,11174,768,wUkoH58xpcw,525.0,https://www.youtube.com/watch?v=wUkoH58xpcw
Thirty Years War - Famine - European History - Extra History - Part 3,2021-06-12,546765,18176,610,imvblptadds,665.0,https://www.youtube.com/watch?v=imvblptadds
Thirty Years War  - The 2nd Horseman - European History - Extra History - Part 2,2021-06-05,630037,20779,603,v3C35SIidJQ,700.0,https://www.youtube.com/watch?v=v3C35SIidJQ
Negro League Baseball - Breaking Baseball's Color Barrier - US History - Extra History,2021-06-03,178976,8605,371,XDP71SpV_i4,686.0,https://www.youtube.com/watch?v=XDP71SpV_i4
Beowulf - The Dragon - European - Extra Mythology,2021-06-02,155992,7393,289,V_H7dcPIX2s,634.0,https://www.youtube.com/watch?v=V_H7dcPIX2s
Thirty Years' War - Conquest - European History - Part 1 - Extra History,2021-05-29,980994,28843,1143,GaPU1-vMQOI,669.0,https://www.youtube.com/watch?v=GaPU1-vMQOI
"♫ Jewish Pirates - ""Los Piratas Judios"" - Extra History Music",2021-05-22,78584,1609,73,I9GqNP4l00E,93.0,https://www.youtube.com/watch?v=I9GqNP4l00E
Jewish Pirates - Lies - European History - Extra History,2021-05-22,71789,2407,226,WTiFs1EXBhk,1579.0,https://www.youtube.com/watch?v=WTiFs1EXBhk
Beowulf  - Grendel's Mother Reacts! - European - Extra Mythology,2021-05-19,172086,7565,258,3fpuyHJE6zc,489.0,https://www.youtube.com/watch?v=3fpuyHJE6zc
Climbing Matterhorn: Women Ascending - European History - Part 2 - Extra History,2021-05-15,235245,10429,270,XsoccHW7rvw,661.0,https://www.youtube.com/watch?v=XsoccHW7rvw
Climbing the Matterhorn: Death Mountain - European History - Part 1 - Extra History,2021-05-08,352118,13973,428,XXhx-HhsZg4,614.0,https://www.youtube.com/watch?v=XXhx-HhsZg4
Beowulf v. Grendel - Dawn of Heorot - European - Extra Mythology,2021-05-05,241861,10164,428,_FKvr1OYVwY,568.0,https://www.youtube.com/watch?v=_FKvr1OYVwY
Jewish Pirates - Treasure for Days! & The New World - European History - Part 4 - Extra History,2021-05-01,415531,16287,560,PPF2HgFpjZU,737.0,https://www.youtube.com/watch?v=PPF2HgFpjZU
Rome: Battle of the Milvian Bridge - Constantine vs Maxentius - Roman History - Extra History,2021-04-29,429912,16948,611,8pMjUqCPiig,662.0,https://www.youtube.com/watch?v=8pMjUqCPiig
Jewish Pirates - The Pirate Rabbi - European History - Part 3 - Extra History,2021-04-24,441147,16712,578,m21_Ul22jSw,649.0,https://www.youtube.com/watch?v=m21_Ul22jSw
Medusa - Monstrous Misconceptions - Greek - Extra Mythology,2021-04-21,200867,8934,759,nrmjcQuG-Gg,466.0,https://www.youtube.com/watch?v=nrmjcQuG-Gg
Jewish Pirates - Barbarossa’s Sidekick - European History - Part 2 - Extra History,2021-04-17,549926,18214,650,T_zCkAzeazI,667.0,https://www.youtube.com/watch?v=T_zCkAzeazI
Jewish Pirates - Fleeing the Inquisition - European History - Part 1 - Extra History,2021-04-10,737153,25303,1404,ZDvmzPlmra8,706.0,https://www.youtube.com/watch?v=ZDvmzPlmra8
The Furies - Divine Vengeance or Justice?  - Greek - Extra Mythology,2021-04-07,287947,12279,818,KoNXcSPLWNM,512.0,https://www.youtube.com/watch?v=KoNXcSPLWNM
Teddy Roosevelt the Trustbuster - Lies - US History - Extra History,2021-04-03,79718,2478,236,4TRS4TiEUxE,1699.0,https://www.youtube.com/watch?v=4TRS4TiEUxE
"♫ Teddy Roosevelt the Trustbuster - ""Monopolies"" - Extra History Music",2021-04-03,81665,1768,93,K3VjxiMxhVA,115.0,https://www.youtube.com/watch?v=K3VjxiMxhVA
Zoey & Chill - LoFi Beats to Design to - Extra Credits,2021-04-01,101896,5451,484,21Mg41THavw,1801.0,https://www.youtube.com/watch?v=21Mg41THavw
The Assassination of Medgar Evers - A Hero Silenced - US History - Extra History,2021-03-27,288483,15254,750,2eWg17KSXEU,631.0,https://www.youtube.com/watch?v=2eWg17KSXEU
A Tour of Hades - The Ancient Greek Underworld - Extra Mythology,2021-03-24,282671,12350,470,Zu7c3Uv366M,523.0,https://www.youtube.com/watch?v=Zu7c3Uv366M
Teddy Roosevelt the Trustbuster - Meatgrinder - US History - Part 5 - Extra History,2021-03-20,657816,24006,796,XXos-XlCooI,694.0,https://www.youtube.com/watch?v=XXos-XlCooI
Teddy Roosevelt the Trustbuster - Trainwreck - US History - Part 4 - Extra History,2021-03-13,727887,24278,1040,wRlShGD4QwI,653.0,https://www.youtube.com/watch?v=wRlShGD4QwI
The Nightmarchers - Hawaiian Army of the Dead - Extra Mythology,2021-03-10,291325,12343,472,jLCEp-4esIM,541.0,https://www.youtube.com/watch?v=jLCEp-4esIM
Teddy Roosevelt the Trustbuster - Breaking Standard - US History - Part 3 - Extra History,2021-03-06,857068,27278,880,FO_w4G_YWcE,696.0,https://www.youtube.com/watch?v=FO_w4G_YWcE
Black Medical Exploitation | Why African Americans Distrust Medicine | US History | Extra History,2021-03-04,313688,15334,1018,m63NDZVZRXc,598.0,https://www.youtube.com/watch?v=m63NDZVZRXc
Teddy Roosevelt the Trustbuster - The Regulators - US History - Part 2 - Extra History,2021-02-27,1019079,31453,1282,xDEibXPtIRQ,709.0,https://www.youtube.com/watch?v=xDEibXPtIRQ
"Māui - The Sun, Fire, and Fishing for Islands - Hawaii - Extra Mythology",2021-02-24,271458,11756,719,SvzUnhbwfnU,573.0,https://www.youtube.com/watch?v=SvzUnhbwfnU
Teddy Roosevelt the Trustbuster - Big Oil - US History - Part 1 - Extra History,2021-02-20,1566903,44370,1769,reWe7POryt0,707.0,https://www.youtube.com/watch?v=reWe7POryt0
Interstate Displacement: The Legacy of Robert Moses - US History - Extra History,2021-02-18,321976,15252,1021,LmC5T-2d6Xw,589.0,https://www.youtube.com/watch?v=LmC5T-2d6Xw
Extra Credits Now On Nebula!,2021-02-15,43093,2136,120,oiQ0wt5B8Lo,76.0,https://www.youtube.com/watch?v=oiQ0wt5B8Lo
"♫ ""The Boy from Tikrit"" by Tiffany Román - Instrumental Music - Extra History",2021-02-13,83255,1978,188,TSdya9GHLZE,83.0,https://www.youtube.com/watch?v=TSdya9GHLZE
Saladin & the 3rd Crusade | Lies | Middle East History | Extra History,2021-02-13,105196,3206,300,X_QEeWDou4I,1597.0,https://www.youtube.com/watch?v=X_QEeWDou4I
Kammapa - The World Eater - African - Extra Mythology,2021-02-10,356466,14903,716,8bDl9vl2YGs,453.0,https://www.youtube.com/watch?v=8bDl9vl2YGs
Saladin & the 3rd Crusade | Next King of Jerusalem | Middle East History | Extra History | Part 6,2021-02-06,717950,23377,925,o1s8AJK6sSc,624.0,https://www.youtube.com/watch?v=o1s8AJK6sSc
Redlining - Income and Housing Inequality - US History - Extra History,2021-02-04,276526,15189,1084,vyiwk3D-3ag,611.0,https://www.youtube.com/watch?v=vyiwk3D-3ag
Saladin & the 3rd Crusade | A Crusade's End | Middle East History | Extra History | Part 5,2021-01-30,586745,23882,1039,KSiqTA67L2w,580.0,https://www.youtube.com/watch?v=KSiqTA67L2w
"Black Boxing Heavyweights: Jack Johnson, Joe Louis, & Muhammad Ali - US History - Extra History",2021-01-28,311927,16340,962,iuJCtSI_8ts,565.0,https://www.youtube.com/watch?v=iuJCtSI_8ts
Son Tinh & Thuy Tinh - The Mountain God vs The Lord of Waters -  Vietnamese - Extra Mythology,2021-01-27,187378,8716,508,esQpgZwtzTA,481.0,https://www.youtube.com/watch?v=esQpgZwtzTA
Saladin & the 3rd Crusade | Defending Jerusalem | Middle East History | Extra History | Part 4,2021-01-23,615684,20714,740,fGDs5tOX318,607.0,https://www.youtube.com/watch?v=fGDs5tOX318
Tales From Twitch Re-Animated - Blank or a Black Hole?,2021-01-20,77159,4537,227,VQesUvmIyY8,334.0,https://www.youtube.com/watch?v=VQesUvmIyY8
Saladin & the 3rd Crusade | The Third Crusade | Middle East History | Extra History | Part 3,2021-01-16,701444,21893,867,a8pI7gj0AeA,594.0,https://www.youtube.com/watch?v=a8pI7gj0AeA
How We Choose Extra History Topics - Patreon FAQ,2021-01-15,96953,,,N6aP7WuduDc,167.0,https://www.youtube.com/watch?v=N6aP7WuduDc
John Henry - Spirit of the Working Man - American - Extra Mythology,2021-01-13,390790,18843,1065,BqUhOFQ-Nhs,432.0,https://www.youtube.com/watch?v=BqUhOFQ-Nhs
Saladin & the 3rd Crusade | Siege of Jerusalem | Middle East History | Extra History | Part 2,2021-01-09,778087,24067,1176,gzLacGirWWQ,581.0,https://www.youtube.com/watch?v=gzLacGirWWQ
Saladin & the 3rd Crusade | Horns of Hattin | Middle East History | Extra History | Part 1,2021-01-02,1043992,29767,1398,ReE35Lj_iTs,561.0,https://www.youtube.com/watch?v=ReE35Lj_iTs
End of the Samurai - Lies - Japanese History - Extra History,2020-12-26,117386,3444,250,7Fzy25qzW3g,1408.0,https://www.youtube.com/watch?v=7Fzy25qzW3g
"♫ ""The Streets of Kyoto"" by Tiffany Román - Instrumental Music - Extra History",2020-12-26,152733,3295,120,pCu-t71uFrw,125.0,https://www.youtube.com/watch?v=pCu-t71uFrw
Caga Tió de Nadal - A Poopy Christmas Tradition - Catalonia - Extra Mythology,2020-12-23,251111,10985,987,viTMktjE968,551.0,https://www.youtube.com/watch?v=viTMktjE968
Francis Walsingham - Elizabethan Spymaster - European History - Extra History,2020-12-19,482221,16369,677,pQMXqmuj2Zw,586.0,https://www.youtube.com/watch?v=pQMXqmuj2Zw
End of the Samurai - The Last Samurai - Japanese History - Extra History - Part 5,2020-12-12,871681,28974,1281,Ir1Aua1jWc4,610.0,https://www.youtube.com/watch?v=Ir1Aua1jWc4
Enuma Elish - Genesis of Genesis - Babylonian Myths - Extra Mythology,2020-12-09,416793,15434,799,U74xXGRaBiM,492.0,https://www.youtube.com/watch?v=U74xXGRaBiM
End of the Samurai - The Imperial Army - Japanese History - Extra History - Part 4,2020-12-05,788775,24040,809,_IyXdZi_6yg,559.0,https://www.youtube.com/watch?v=_IyXdZi_6yg
End of the Samurai - The Boshin War - Japanese History - Extra History - Part 3,2020-11-28,957641,26578,698,499MEYhur7E,606.0,https://www.youtube.com/watch?v=499MEYhur7E
Moon Princess Kaguya - Bamboo & Heart Break - Japanese Mythology - Extra Mythology,2020-11-25,289294,13364,1042,gFRKC4linP4,490.0,https://www.youtube.com/watch?v=gFRKC4linP4
End of the Samurai - Gangs of Kyoto - Japanese History - Extra History - Part 2,2020-11-21,1017559,28845,829,c5kn5GFujuA,604.0,https://www.youtube.com/watch?v=c5kn5GFujuA
The Polio Epidemic - FDR & The March of Dimes - Medical History - Extra History,2020-11-19,608364,20517,748,7sqkwjzNRgk,618.0,https://www.youtube.com/watch?v=7sqkwjzNRgk
D&D Caverns & Cultists - One Shot Actual Play - Extra Credits Plays,2020-11-16,56573,1832,144,9euDAyzBv7w,17691.0,https://www.youtube.com/watch?v=9euDAyzBv7w
End of the Samurai - Black Ships - Japanese History - Extra History - Part 1,2020-11-14,1530212,40914,1907,FmRm--vRHCg,573.0,https://www.youtube.com/watch?v=FmRm--vRHCg
The Harlem Renaissance - An Explosion of Art - US History - Extra History,2020-11-12,360624,11723,389,8kZ0gZMCx9U,554.0,https://www.youtube.com/watch?v=8kZ0gZMCx9U
Melusine - The Serpent of Woe - European - Extra Mythology,2020-11-11,328823,13743,529,jbwTxZpBiKs,545.0,https://www.youtube.com/watch?v=jbwTxZpBiKs
Tales From Twitch Re-Animated - A PS5 Pre-Order Analogy,2020-11-09,81330,4530,210,1tOCSdl-xVk,141.0,https://www.youtube.com/watch?v=1tOCSdl-xVk
"♫ ""Immortal Longings"" by Tiffany Román - Instrumental Music - Extra History",2020-11-07,78120,1738,92,_Sq_Q_0lOaw,155.0,https://www.youtube.com/watch?v=_Sq_Q_0lOaw
Cleopatra - Lies - Egyptian History - Extra History,2020-11-07,91747,2936,347,2x1UkSVQfI8,1825.0,https://www.youtube.com/watch?v=2x1UkSVQfI8
Supreme Court Chaos - How to Fix Governmental Exploits with Warhammer 40K,2020-11-02,182636,9611,1074,8TRyN0mpczQ,629.0,https://www.youtube.com/watch?v=8TRyN0mpczQ
The Beast of Gévaudan | Terror in the French Countryside | European History | Extra History,2020-10-31,687385,26015,1096,qDf93nFGZuc,664.0,https://www.youtube.com/watch?v=qDf93nFGZuc
The Book of Job - A Very Bad Tuesday - Old Testament - Extra Mythology,2020-10-28,297672,12655,1907,40cttQnEjpI,534.0,https://www.youtube.com/watch?v=40cttQnEjpI
Voting in America | From Barkers to Booths | US History | Extra History,2020-10-27,563421,22453,1324,vQfm-6duBb8,587.0,https://www.youtube.com/watch?v=vQfm-6duBb8
Fixing Broken Politics - No Right to Vote - Extra Politics,2020-10-26,165180,9837,1333,_86KIfWzWug,545.0,https://www.youtube.com/watch?v=_86KIfWzWug
Cleopatra - Eternal Life - Egyptian History - Extra History - Part 5,2020-10-24,397777,17130,867,uNGUDaA9-GQ,566.0,https://www.youtube.com/watch?v=uNGUDaA9-GQ
Fixing Broken Politics - Never Going To Jail - Extra Politics,2020-10-19,198485,10872,910,sRamATEgTdY,596.0,https://www.youtube.com/watch?v=sRamATEgTdY
Cleopatra - Death by Snake - Egyptian History - Extra History - Part 4,2020-10-17,576091,20019,914,i_Teuv7-LN8,631.0,https://www.youtube.com/watch?v=i_Teuv7-LN8
Ganesha - Parvati and Shiva's Son - Hindu - Extra Mythology,2020-10-14,367239,16939,1349,HDGQ713Zz54,409.0,https://www.youtube.com/watch?v=HDGQ713Zz54
Fixing Broken Politics - Social Media - Extra Politics,2020-10-12,190364,11310,1364,fLq86hnwqF0,577.0,https://www.youtube.com/watch?v=fLq86hnwqF0
"Cleopatra - Exit Caesar, Enter Antony! - Egyptian History - Extra History  - Part 3",2020-10-10,637704,20712,848,Vl1Yvl0U29Y,617.0,https://www.youtube.com/watch?v=Vl1Yvl0U29Y
Cleopatra - Hail Caesar! - Egyptian History - Extra History - Part 2,2020-10-03,688310,22029,924,zGSfOOzHBGs,594.0,https://www.youtube.com/watch?v=zGSfOOzHBGs
The Bhagavad Gita - Krishna Speaks With Prince Arjuna - Hindu - Extra Mythology,2020-09-30,957683,34940,3429,G28qHASOtE8,445.0,https://www.youtube.com/watch?v=G28qHASOtE8
Cleopatra - A Drunken Bet - Egyptian History - Extra History - Part 1,2020-09-27,846371,24367,946,ypswk9-DP9M,543.0,https://www.youtube.com/watch?v=ypswk9-DP9M
"♫ ""Hold the Phalanx!"" by Tiffany Román - Instrumental Music - Extra History",2020-09-19,128898,2697,121,JF9HJ_V7Ia0,130.0,https://www.youtube.com/watch?v=JF9HJ_V7Ia0
Third Century Crisis | Lies | Roman History | Extra History,2020-09-19,113430,3009,243,OmmEqC90W7g,1395.0,https://www.youtube.com/watch?v=OmmEqC90W7g
La Llorona - The Weeping Woman - Mexican - Extra Mythology,2020-09-16,370696,16150,1235,NO088uuGJYM,443.0,https://www.youtube.com/watch?v=NO088uuGJYM
Bartolomé de las Casas | Changing Your Mind | European History | Extra History,2020-09-12,707010,28762,1407,vH65erzQBkY,613.0,https://www.youtube.com/watch?v=vH65erzQBkY
The Harlem Hellfighters | The 369th Infantry | US History | Extra History,2020-09-10,667538,30401,1685,RV-c62e7g1k,612.0,https://www.youtube.com/watch?v=RV-c62e7g1k
D&D Caverns & Cultists One-Shot Announcement - Extra Credits Plays,2020-09-07,63269,4313,262,PZIuJNaARLY,83.0,https://www.youtube.com/watch?v=PZIuJNaARLY
Third Century Crisis | The Great Persecution | Roman History | Extra History | Part 5,2020-09-05,716835,22070,1249,n2-pPpWC7Is,582.0,https://www.youtube.com/watch?v=n2-pPpWC7Is
Syphilis - The Killer Cure - Medical History - Extra History - Part 2,2020-09-03,626153,23868,940,fdjBBGJvem0,611.0,https://www.youtube.com/watch?v=fdjBBGJvem0
Persephone & Hades - A Match Made in Hell - Greek - Extra Mythology,2020-09-02,550993,21900,1616,sf2zHmMqT7M,472.0,https://www.youtube.com/watch?v=sf2zHmMqT7M
Third Century Crisis | The Tetrarchy | Roman History | Extra History | Part 4,2020-08-29,735129,21913,627,vBFVRV5vsp4,595.0,https://www.youtube.com/watch?v=vBFVRV5vsp4
